config,operator,source,NS,sampler,seed,pre_2opt,post_2opt,fes,iterations,two_opt_evals,two_opt_moves,wall_seconds,N,ST,max_fes,instance,rounded,git_sha
symmetry(current tree)|NS=6|C1,symmetry,current,6,C1,20,8397.0,7991.0,104260,334,4713,6,2.71,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C1,symmetry,current,6,C1,21,8494.0,7941.0,104260,334,11642,10,2.711,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C1,symmetry,current,6,C1,22,8559.0,7944.0,104260,334,9245,8,2.756,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C1,symmetry,current,6,C1,23,8464.0,8152.0,104260,334,5709,7,2.892,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C1,symmetry,current,6,C1,24,8498.0,8034.0,104260,334,5409,8,2.514,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C1,symmetry,current,6,C1,25,8740.0,8105.0,104260,334,9413,10,2.534,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C1,symmetry,current,6,C1,26,8590.0,7948.0,104260,334,10212,12,2.525,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C1,symmetry,current,6,C1,27,8838.0,8002.0,104260,334,12762,19,2.512,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C1,symmetry,current,6,C1,28,8575.0,8166.0,104260,334,9317,11,2.505,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C1,symmetry,current,6,C1,29,8690.0,8172.0,104260,334,4935,7,2.518,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C2,symmetry,current,6,C2,0,8782.0,8113.0,104260,334,6118,9,4.475,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C2,symmetry,current,6,C2,1,8588.0,8113.0,104260,334,8415,7,4.654,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C2,symmetry,current,6,C2,2,8755.0,8155.0,104260,334,6256,10,4.452,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C2,symmetry,current,6,C2,3,8603.0,7991.0,104260,334,9594,9,4.54,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C2,symmetry,current,6,C2,4,8439.0,7885.0,104260,334,5833,15,4.553,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C2,symmetry,current,6,C2,5,8353.0,7800.0,104260,334,9069,10,4.503,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C2,symmetry,current,6,C2,6,8758.0,7967.0,104260,334,16262,17,4.411,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C2,symmetry,current,6,C2,7,8451.0,8113.0,104260,334,4037,6,4.498,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C2,symmetry,current,6,C2,8,8795.0,8104.0,104260,334,15962,16,4.354,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C2,symmetry,current,6,C2,9,8492.0,7842.0,104260,334,10369,10,4.444,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C2,symmetry,current,6,C2,10,8611.0,7991.0,104260,334,5650,8,4.439,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C2,symmetry,current,6,C2,11,8577.0,8113.0,104260,334,3943,6,4.414,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C2,symmetry,current,6,C2,12,8780.0,7876.0,104260,334,7721,13,4.515,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C2,symmetry,current,6,C2,13,8959.0,8104.0,104260,334,13596,14,4.474,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C2,symmetry,current,6,C2,14,8488.0,7889.0,104260,334,11939,11,4.442,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C2,symmetry,current,6,C2,15,8677.0,8155.0,104260,334,12096,11,4.529,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C2,symmetry,current,6,C2,16,8772.0,7979.0,104260,334,10361,11,4.5,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C2,symmetry,current,6,C2,17,8531.0,7965.0,104260,334,10087,14,4.342,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C2,symmetry,current,6,C2,18,8867.0,8061.0,104260,334,10795,10,4.576,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C2,symmetry,current,6,C2,19,8818.0,8056.0,104260,334,6912,10,4.397,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C2,symmetry,current,6,C2,20,8700.0,8097.0,104260,334,7380,11,4.489,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C2,symmetry,current,6,C2,21,8804.0,7889.0,104260,334,7619,12,4.458,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C2,symmetry,current,6,C2,22,8816.0,7967.0,104260,334,7864,17,4.442,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C2,symmetry,current,6,C2,23,8881.0,7972.0,104260,334,4911,11,4.582,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C2,symmetry,current,6,C2,24,8670.0,8056.0,104260,334,7678,10,4.115,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C2,symmetry,current,6,C2,25,8713.0,8051.0,104260,334,8360,8,4.075,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C2,symmetry,current,6,C2,26,8735.0,8068.0,104260,334,7454,10,4.109,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C2,symmetry,current,6,C2,27,8667.0,8056.0,104260,334,7666,8,4.058,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C2,symmetry,current,6,C2,28,8818.0,8056.0,104260,334,11539,10,4.071,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C2,symmetry,current,6,C2,29,8400.0,8113.0,104260,334,5230,6,4.077,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C3,symmetry,current,6,C3,0,8545.0,7967.0,104260,334,4820,10,2.793,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C3,symmetry,current,6,C3,1,8557.0,7902.0,104260,334,4641,11,3.015,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C3,symmetry,current,6,C3,2,8899.0,8109.0,104260,334,10023,11,2.944,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C3,symmetry,current,6,C3,3,8473.0,8113.0,104260,334,7161,7,2.869,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C3,symmetry,current,6,C3,4,8558.0,8160.0,104260,334,4705,8,2.893,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C3,symmetry,current,6,C3,5,8489.0,8066.0,104260,334,7002,6,2.848,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C3,symmetry,current,6,C3,6,8788.0,8024.0,104260,334,4993,12,2.817,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C3,symmetry,current,6,C3,7,8907.0,7749.0,104260,334,14626,13,2.823,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C3,symmetry,current,6,C3,8,8808.0,7967.0,104260,334,6021,11,2.846,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C3,symmetry,current,6,C3,9,8597.0,7902.0,104260,334,6090,11,2.892,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C3,symmetry,current,6,C3,10,8888.0,8056.0,104260,334,12702,13,2.804,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C3,symmetry,current,6,C3,11,8562.0,8056.0,104260,334,9134,8,2.799,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C3,symmetry,current,6,C3,12,8618.0,7991.0,104260,334,8528,8,2.863,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C3,symmetry,current,6,C3,13,8557.0,8160.0,104260,334,3991,7,2.744,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C3,symmetry,current,6,C3,14,8752.0,8039.0,104260,334,11234,12,2.906,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C3,symmetry,current,6,C3,15,8907.0,7972.0,104260,334,4910,11,3.005,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C3,symmetry,current,6,C3,16,8816.0,7967.0,104260,334,7864,17,2.734,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C3,symmetry,current,6,C3,17,8450.0,7794.0,104260,334,10730,10,2.779,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C3,symmetry,current,6,C3,18,8920.0,7972.0,104260,334,4961,12,2.813,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C3,symmetry,current,6,C3,19,8775.0,8024.0,104260,334,4942,11,2.724,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C3,symmetry,current,6,C3,20,8799.0,8130.0,104260,334,7184,11,2.723,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C3,symmetry,current,6,C3,21,8496.0,8160.0,104260,334,3844,6,2.792,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C3,symmetry,current,6,C3,22,8773.0,7902.0,104260,334,5608,13,2.753,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C3,symmetry,current,6,C3,23,8620.0,7902.0,104260,334,5222,10,2.968,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C3,symmetry,current,6,C3,24,8675.0,7800.0,104260,334,11456,11,2.607,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C3,symmetry,current,6,C3,25,8614.0,8066.0,104260,334,9758,9,2.604,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C3,symmetry,current,6,C3,26,8697.0,8024.0,104260,334,5761,11,2.606,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C3,symmetry,current,6,C3,27,8356.0,8038.0,104260,334,4677,7,2.594,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C3,symmetry,current,6,C3,28,8773.0,7902.0,104260,334,5608,13,2.617,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C3,symmetry,current,6,C3,29,8550.0,8098.0,104260,334,5529,11,2.599,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C4,symmetry,current,6,C4,0,8320.0,8258.0,104260,334,2051,4,1.417,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C4,symmetry,current,6,C4,1,8187.0,7923.0,104260,334,3761,5,1.426,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C4,symmetry,current,6,C4,2,8065.0,7986.0,104260,334,1883,1,1.453,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C4,symmetry,current,6,C4,3,8440.0,7986.0,104260,334,6914,6,1.388,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C4,symmetry,current,6,C4,4,8463.0,7986.0,104260,334,7066,7,1.421,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C4,symmetry,current,6,C4,5,8322.0,8024.0,104260,334,9182,8,1.455,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C4,symmetry,current,6,C4,6,8036.0,8009.0,104260,334,4840,3,1.461,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C4,symmetry,current,6,C4,7,8342.0,8012.0,104260,334,4422,5,1.431,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C4,symmetry,current,6,C4,8,8202.0,8108.0,104260,334,2833,2,1.443,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C4,symmetry,current,6,C4,9,8617.0,7941.0,104260,334,10168,9,1.411,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C4,symmetry,current,6,C4,10,8379.0,7986.0,104260,334,5675,5,1.411,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C4,symmetry,current,6,C4,11,8232.0,7986.0,104260,334,5109,5,1.484,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C4,symmetry,current,6,C4,12,8326.0,7991.0,104260,334,5361,4,1.447,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C4,symmetry,current,6,C4,13,8288.0,8108.0,104260,334,3676,3,1.441,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C4,symmetry,current,6,C4,14,8367.0,8113.0,104260,334,2573,2,1.428,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C4,symmetry,current,6,C4,15,8404.0,8124.0,104260,334,8308,6,1.437,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C4,symmetry,current,6,C4,16,8519.0,7986.0,104260,334,8111,7,1.435,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C4,symmetry,current,6,C4,17,8214.0,8108.0,104260,334,1373,1,1.398,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C4,symmetry,current,6,C4,18,8194.0,8170.0,104260,334,3600,2,1.472,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C4,symmetry,current,6,C4,19,8361.0,8246.0,104260,334,7228,5,1.463,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C4,symmetry,current,6,C4,20,8288.0,8108.0,104260,334,3676,3,1.43,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C4,symmetry,current,6,C4,21,8238.0,8147.0,104260,334,1787,2,1.45,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C4,symmetry,current,6,C4,22,8223.0,8147.0,104260,334,1559,1,1.446,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C4,symmetry,current,6,C4,23,8376.0,8124.0,104260,334,9079,7,1.466,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C4,symmetry,current,6,C4,24,8164.0,8147.0,104260,334,2458,1,1.294,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C4,symmetry,current,6,C4,25,8394.0,8113.0,104260,334,3011,2,1.29,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C4,symmetry,current,6,C4,26,8113.0,8108.0,104260,334,2494,1,1.283,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C4,symmetry,current,6,C4,27,8349.0,8108.0,104260,334,4915,4,1.279,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C4,symmetry,current,6,C4,28,8334.0,8258.0,104260,334,1559,1,1.292,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C4,symmetry,current,6,C4,29,8367.0,8113.0,104260,334,3607,2,1.288,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C1,symmetry,current,1,C1,0,8647.0,7945.0,104000,1999,11882,19,3.397,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C1,symmetry,current,1,C1,1,8447.0,7902.0,104000,1999,5130,7,3.501,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C1,symmetry,current,1,C1,2,8692.0,8098.0,104000,1999,4837,7,3.304,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C1,symmetry,current,1,C1,3,8733.0,8103.0,104000,1999,9735,9,3.446,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C1,symmetry,current,1,C1,4,8697.0,8073.0,104000,1999,8972,10,3.348,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C1,symmetry,current,1,C1,5,8208.0,7749.0,104000,1999,6697,8,3.436,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C1,symmetry,current,1,C1,6,8784.0,7933.0,104000,1999,15883,17,3.426,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C1,symmetry,current,1,C1,7,8647.0,8017.0,104000,1999,8449,11,3.355,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C1,symmetry,current,1,C1,8,8616.0,8060.0,104000,1999,9207,14,3.318,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C1,symmetry,current,1,C1,9,8521.0,8066.0,104000,1999,8875,8,3.367,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C1,symmetry,current,1,C1,10,8760.0,8108.0,104000,1999,9333,9,3.26,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C1,symmetry,current,1,C1,11,8785.0,8103.0,104000,1999,6788,7,3.418,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C1,symmetry,current,1,C1,12,8537.0,7849.0,104000,1999,8427,11,3.347,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C1,symmetry,current,1,C1,13,8717.0,8046.0,104000,1999,8327,11,3.316,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C1,symmetry,current,1,C1,14,8637.0,8291.0,104000,1999,5075,8,3.372,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C1,symmetry,current,1,C1,15,8652.0,8108.0,104000,1999,8113,8,3.579,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C1,symmetry,current,1,C1,16,8670.0,8056.0,104000,1999,6985,7,3.323,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C1,symmetry,current,1,C1,17,8483.0,7991.0,104000,1999,8336,7,3.332,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C1,symmetry,current,1,C1,18,8413.0,8056.0,104000,1999,6333,6,3.433,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C1,symmetry,current,1,C1,19,8778.0,7950.0,104000,1999,12685,14,3.374,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C1,symmetry,current,1,C1,20,8424.0,8038.0,104000,1999,6882,6,3.38,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C1,symmetry,current,1,C1,21,8699.0,7933.0,104000,1999,14452,14,3.406,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C1,symmetry,current,1,C1,22,8541.0,8024.0,104000,1999,10413,12,3.374,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C1,symmetry,current,1,C1,23,8578.0,8056.0,104000,1999,8601,10,3.396,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C1,symmetry,current,1,C1,24,8832.0,7945.0,104000,1999,14276,22,3.084,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C1,symmetry,current,1,C1,25,8717.0,8056.0,104000,1999,10301,9,3.054,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C1,symmetry,current,1,C1,26,8645.0,8180.0,104000,1999,12034,12,3.089,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C1,symmetry,current,1,C1,27,8583.0,7948.0,104000,1999,10283,11,3.075,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C1,symmetry,current,1,C1,28,8684.0,7940.0,104000,1999,6820,7,3.089,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C1,symmetry,current,1,C1,29,8766.0,7967.0,104000,1999,7059,10,3.066,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C2,symmetry,current,1,C2,0,8721.0,8170.0,104000,1999,6015,7,5.325,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C2,symmetry,current,1,C2,1,8816.0,8056.0,104000,1999,11755,13,5.653,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C2,symmetry,current,1,C2,2,8523.0,8113.0,104000,1999,7218,6,5.356,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C2,symmetry,current,1,C2,3,8795.0,8104.0,104000,1999,15962,16,5.402,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C2,symmetry,current,1,C2,4,8668.0,7749.0,104000,1999,7471,11,5.408,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C2,symmetry,current,1,C2,5,8768.0,8056.0,104000,1999,11154,10,5.344,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C2,symmetry,current,1,C2,6,8415.0,8038.0,104000,1999,4870,6,5.265,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C2,symmetry,current,1,C2,7,8801.0,7967.0,104000,1999,7941,18,5.34,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C2,symmetry,current,1,C2,8,8663.0,7967.0,104000,1999,7391,14,6.047,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C2,symmetry,current,1,C2,9,8492.0,8160.0,104000,1999,5831,7,6.018,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C2,symmetry,current,1,C2,10,8558.0,8160.0,104000,1999,6422,8,6.086,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C2,symmetry,current,1,C2,11,8520.0,8108.0,104000,1999,5909,8,6.084,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C2,symmetry,current,1,C2,12,8855.0,8156.0,104000,1999,6650,10,5.975,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C2,symmetry,current,1,C2,13,8728.0,8145.0,104000,1999,13003,19,6.096,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C2,symmetry,current,1,C2,14,8845.0,8034.0,104000,1999,9399,9,6.054,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C2,symmetry,current,1,C2,15,8425.0,7974.0,104000,1999,7162,11,6.249,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C2,symmetry,current,1,C2,16,8803.0,8200.0,104000,1999,6095,15,5.674,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C2,symmetry,current,1,C2,17,8761.0,8056.0,104000,1999,10929,10,5.608,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C2,symmetry,current,1,C2,18,8526.0,8160.0,104000,1999,7526,8,5.72,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C2,symmetry,current,1,C2,19,8828.0,7937.0,104000,1999,12623,16,5.536,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C2,symmetry,current,1,C2,20,8652.0,8059.0,104000,1999,5881,9,5.614,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C2,symmetry,current,1,C2,21,8566.0,7997.0,104000,1999,9205,9,5.565,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C2,symmetry,current,1,C2,22,8626.0,8113.0,104000,1999,7974,7,5.591,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C2,symmetry,current,1,C2,23,8700.0,8060.0,104000,1999,7096,11,5.737,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C2,symmetry,current,1,C2,24,8607.0,8103.0,104000,1999,5536,7,4.812,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C2,symmetry,current,1,C2,25,8806.0,8061.0,104000,1999,9535,9,4.855,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C2,symmetry,current,1,C2,26,8598.0,8113.0,104000,1999,5868,7,4.861,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C2,symmetry,current,1,C2,27,8619.0,8034.0,104000,1999,7305,9,4.872,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C2,symmetry,current,1,C2,28,8666.0,8160.0,104000,1999,4487,6,4.869,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C2,symmetry,current,1,C2,29,8855.0,8065.0,104000,1999,5252,11,4.857,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C3,symmetry,current,1,C3,0,8479.0,8160.0,104000,1999,4376,7,3.421,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C3,symmetry,current,1,C3,1,8860.0,8130.0,104000,1999,8393,12,3.698,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C3,symmetry,current,1,C3,2,8522.0,8103.0,104000,1999,6237,9,3.387,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C3,symmetry,current,1,C3,3,8959.0,8104.0,104000,1999,13596,14,3.57,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C3,symmetry,current,1,C3,4,8609.0,8103.0,104000,1999,5355,8,3.531,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C3,symmetry,current,1,C3,5,8857.0,7967.0,104000,1999,5140,12,3.482,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C3,symmetry,current,1,C3,6,8677.0,8151.0,104000,1999,13140,11,3.51,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C3,symmetry,current,1,C3,7,8620.0,7941.0,104000,1999,11986,11,3.485,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C3,symmetry,current,1,C3,8,8975.0,7967.0,104000,1999,5475,14,3.539,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C3,symmetry,current,1,C3,9,8832.0,8056.0,104000,1999,14436,13,3.564,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C3,symmetry,current,1,C3,10,8775.0,7972.0,104000,1999,3379,9,3.513,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C3,symmetry,current,1,C3,11,8662.0,7967.0,104000,1999,6170,13,3.629,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C3,symmetry,current,1,C3,12,8789.0,8024.0,104000,1999,5673,13,3.618,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C3,symmetry,current,1,C3,13,8713.0,8182.0,104000,1999,7047,9,3.692,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C3,symmetry,current,1,C3,14,8531.0,7967.0,104000,1999,5693,11,3.743,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C3,symmetry,current,1,C3,15,8789.0,8024.0,104000,1999,5673,13,3.853,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C3,symmetry,current,1,C3,16,8639.0,7967.0,104000,1999,4688,12,3.566,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C3,symmetry,current,1,C3,17,8739.0,8161.0,104000,1999,9467,9,3.536,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=1|C3,symmetry,current,1,C3,18,8676.0,7902.0,104000,1999,6375,12,3.526,52,0.5,104000,berlin52,True,06f6700
