config,operator,source,NS,sampler,seed,pre_2opt,post_2opt,fes,iterations,two_opt_evals,two_opt_moves,wall_seconds,N,ST,max_fes,instance,rounded,git_sha
shift(current tree)|NS=6|-,shift,current,6,-,8,8490.0,7992.0,104260,334,12644,11,1.665,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=6|-,shift,current,6,-,9,8469.0,8143.0,104260,334,6680,6,1.663,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=6|-,shift,current,6,-,10,8633.0,8056.0,104260,334,11030,9,1.66,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=6|-,shift,current,6,-,11,8611.0,8171.0,104260,334,7878,6,1.725,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=6|-,shift,current,6,-,12,8465.0,7989.0,104260,334,11614,13,1.676,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=6|-,shift,current,6,-,13,8396.0,8108.0,104260,334,6280,5,1.694,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=6|-,shift,current,6,-,14,8371.0,7989.0,104260,334,5968,7,1.712,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=6|-,shift,current,6,-,15,8264.0,7989.0,104260,334,4942,6,1.78,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=6|-,shift,current,6,-,16,8360.0,8113.0,104260,334,4487,3,1.68,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=6|-,shift,current,6,-,17,8690.0,8125.0,104260,334,8131,10,1.661,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=6|-,shift,current,6,-,18,8404.0,8042.0,104260,334,7070,6,1.709,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=6|-,shift,current,6,-,19,8455.0,8046.0,104260,334,3557,5,1.741,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=6|-,shift,current,6,-,20,8207.0,7989.0,104260,334,6436,6,1.705,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=6|-,shift,current,6,-,21,8375.0,7989.0,104260,334,7474,8,1.786,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=6|-,shift,current,6,-,22,8487.0,8177.0,104260,334,4139,6,1.741,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=6|-,shift,current,6,-,23,8372.0,8108.0,104260,334,5493,4,1.732,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=6|-,shift,current,6,-,24,8388.0,8066.0,104260,334,5712,4,1.636,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=6|-,shift,current,6,-,25,8820.0,7941.0,104260,334,10894,10,1.645,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=6|-,shift,current,6,-,26,8636.0,7948.0,104260,334,11640,15,1.6,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=6|-,shift,current,6,-,27,8337.0,7926.0,104260,334,3905,6,1.607,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=6|-,shift,current,6,-,28,8314.0,8047.0,104260,334,2801,4,1.632,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=6|-,shift,current,6,-,29,8615.0,7941.0,104260,334,11221,10,1.595,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=1|-,shift,current,1,-,0,8355.0,8108.0,104000,1999,4627,4,2.256,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=1|-,shift,current,1,-,1,8513.0,8125.0,104000,1999,4140,6,2.361,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=1|-,shift,current,1,-,2,8610.0,8082.0,104000,1999,8366,8,2.243,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=1|-,shift,current,1,-,3,8425.0,7989.0,104000,1999,6824,8,2.316,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=1|-,shift,current,1,-,4,8337.0,8108.0,104000,1999,4569,3,2.336,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=1|-,shift,current,1,-,5,8574.0,7992.0,104000,1999,14060,13,2.311,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=1|-,shift,current,1,-,6,8563.0,7967.0,104000,1999,5952,12,2.249,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=1|-,shift,current,1,-,7,8678.0,8108.0,104000,1999,9424,9,2.238,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=1|-,shift,current,1,-,8,8191.0,8042.0,104000,1999,5927,5,2.193,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=1|-,shift,current,1,-,9,8575.0,8056.0,104000,1999,6721,5,2.185,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=1|-,shift,current,1,-,10,8584.0,7992.0,104000,1999,13738,13,2.169,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=1|-,shift,current,1,-,11,8576.0,8171.0,104000,1999,6996,6,2.256,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=1|-,shift,current,1,-,12,8279.0,7989.0,104000,1999,6735,8,2.189,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=1|-,shift,current,1,-,13,8468.0,8066.0,104000,1999,6818,5,2.132,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=1|-,shift,current,1,-,14,8378.0,8056.0,104000,1999,5570,5,2.241,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=1|-,shift,current,1,-,15,8384.0,8108.0,104000,1999,6640,6,2.304,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=1|-,shift,current,1,-,16,8361.0,7983.0,104000,1999,5766,7,2.196,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=1|-,shift,current,1,-,17,8410.0,8103.0,104000,1999,5057,9,2.203,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=1|-,shift,current,1,-,18,8368.0,8108.0,104000,1999,5568,5,2.166,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=1|-,shift,current,1,-,19,8342.0,7902.0,104000,1999,5139,7,2.204,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=1|-,shift,current,1,-,20,8345.0,7989.0,104000,1999,6080,8,2.191,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=1|-,shift,current,1,-,21,8546.0,7986.0,104000,1999,6525,6,2.245,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=1|-,shift,current,1,-,22,8732.0,7941.0,104000,1999,13756,12,2.188,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=1|-,shift,current,1,-,23,8487.0,8177.0,104000,1999,4139,6,2.279,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=1|-,shift,current,1,-,24,8509.0,7989.0,104000,1999,9635,10,2.06,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=1|-,shift,current,1,-,25,8606.0,8082.0,104000,1999,8533,9,2.105,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=1|-,shift,current,1,-,26,8455.0,8082.0,104000,1999,6313,7,2.064,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=1|-,shift,current,1,-,27,8479.0,7948.0,104000,1999,10409,13,2.058,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=1|-,shift,current,1,-,28,8502.0,8248.0,104000,1999,5351,5,2.063,52,0.5,104000,berlin52,True,06f6700
shift(current tree)|NS=1|-,shift,current,1,-,29,8479.0,8213.0,104000,1999,5762,5,2.03,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=6|-,shift,random,6,-,0,8201.0,8024.0,104260,334,3167,2,1.782,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=6|-,shift,random,6,-,1,8275.0,8108.0,104260,334,3206,2,1.82,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=6|-,shift,random,6,-,2,8242.0,8046.0,104260,334,3323,4,1.784,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=6|-,shift,random,6,-,3,8325.0,7969.0,104260,334,5180,5,1.772,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=6|-,shift,random,6,-,4,8304.0,7907.0,104260,334,8724,7,1.756,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=6|-,shift,random,6,-,5,8237.0,7978.0,104260,334,2298,2,1.741,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=6|-,shift,random,6,-,6,8440.0,8172.0,104260,334,7023,6,1.784,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=6|-,shift,random,6,-,7,8293.0,7804.0,104260,334,3935,5,1.832,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=6|-,shift,random,6,-,8,8242.0,7992.0,104260,334,9218,9,1.81,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=6|-,shift,random,6,-,9,8275.0,8108.0,104260,334,3206,2,1.817,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=6|-,shift,random,6,-,10,8202.0,8024.0,104260,334,3116,2,1.755,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=6|-,shift,random,6,-,11,8202.0,8024.0,104260,334,3116,2,1.809,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=6|-,shift,random,6,-,12,8275.0,8108.0,104260,334,3302,2,1.838,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=6|-,shift,random,6,-,13,8209.0,8024.0,104260,334,3147,2,1.75,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=6|-,shift,random,6,-,14,8269.0,8024.0,104260,334,6407,6,1.884,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=6|-,shift,random,6,-,15,8196.0,8024.0,104260,334,4687,4,1.832,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=6|-,shift,random,6,-,16,8201.0,8024.0,104260,334,3217,2,1.728,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=6|-,shift,random,6,-,17,8280.0,8113.0,104260,334,3155,2,1.76,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=6|-,shift,random,6,-,18,8201.0,8024.0,104260,334,3167,2,1.797,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=6|-,shift,random,6,-,19,8272.0,7993.0,104260,334,5838,6,1.801,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=6|-,shift,random,6,-,20,8280.0,8108.0,104260,334,3349,3,1.779,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=6|-,shift,random,6,-,21,8191.0,8024.0,104260,334,4493,3,1.771,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=6|-,shift,random,6,-,22,8214.0,7989.0,104260,334,6583,8,1.841,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=6|-,shift,random,6,-,23,8242.0,8024.0,104260,334,5584,4,1.816,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=6|-,shift,random,6,-,24,8275.0,8108.0,104260,334,3302,2,1.633,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=6|-,shift,random,6,-,25,8347.0,8021.0,104260,334,3257,3,1.621,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=6|-,shift,random,6,-,26,8309.0,7957.0,104260,334,5073,4,1.623,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=6|-,shift,random,6,-,27,8237.0,8024.0,104260,334,5680,4,1.615,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=6|-,shift,random,6,-,28,8172.0,7800.0,104260,334,3320,5,1.613,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=6|-,shift,random,6,-,29,8208.0,7996.0,104260,334,3554,3,1.599,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=1|-,shift,random,1,-,0,8276.0,8108.0,104000,1999,3157,2,2.319,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=1|-,shift,random,1,-,1,8207.0,8024.0,104000,1999,3458,3,2.385,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=1|-,shift,random,1,-,2,8238.0,8024.0,104000,1999,5619,4,2.258,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=1|-,shift,random,1,-,3,8266.0,7895.0,104000,1999,4176,6,2.223,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=1|-,shift,random,1,-,4,8198.0,8039.0,104000,1999,7484,7,2.28,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=1|-,shift,random,1,-,5,8202.0,8024.0,104000,1999,3218,2,2.243,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=1|-,shift,random,1,-,6,8103.0,7986.0,104000,1999,2349,2,2.235,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=1|-,shift,random,1,-,7,8264.0,7972.0,104000,1999,5740,4,2.318,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=1|-,shift,random,1,-,8,8191.0,8024.0,104000,1999,4493,3,2.345,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=1|-,shift,random,1,-,9,8196.0,8024.0,104000,1999,4733,4,2.322,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=1|-,shift,random,1,-,10,8202.0,8024.0,104000,1999,3168,2,2.341,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=1|-,shift,random,1,-,11,8206.0,7930.0,104000,1999,3579,4,2.357,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=1|-,shift,random,1,-,12,8210.0,7996.0,104000,1999,3872,6,2.429,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=1|-,shift,random,1,-,13,8276.0,8108.0,104000,1999,3156,2,2.322,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=1|-,shift,random,1,-,14,8221.0,7985.0,104000,1999,3008,2,2.321,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=1|-,shift,random,1,-,15,8266.0,7856.0,104000,1999,3524,3,2.422,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=1|-,shift,random,1,-,16,8275.0,8108.0,104000,1999,3302,2,2.402,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=1|-,shift,random,1,-,17,8202.0,7989.0,104000,1999,4268,4,2.323,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=1|-,shift,random,1,-,18,8289.0,7950.0,104000,1999,3071,5,2.277,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=1|-,shift,random,1,-,19,8222.0,8024.0,104000,1999,5107,5,2.361,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=1|-,shift,random,1,-,20,8202.0,8024.0,104000,1999,3218,2,2.385,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=1|-,shift,random,1,-,21,8202.0,8024.0,104000,1999,3168,2,2.347,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=1|-,shift,random,1,-,22,8202.0,8024.0,104000,1999,3168,2,2.398,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=1|-,shift,random,1,-,23,8200.0,8037.0,104000,1999,3057,3,2.349,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=1|-,shift,random,1,-,24,8196.0,8024.0,104000,1999,4733,4,2.179,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=1|-,shift,random,1,-,25,8275.0,8108.0,104000,1999,3155,2,2.23,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=1|-,shift,random,1,-,26,8217.0,7972.0,104000,1999,4442,3,2.163,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=1|-,shift,random,1,-,27,8237.0,8024.0,104000,1999,5552,4,2.157,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=1|-,shift,random,1,-,28,8201.0,8024.0,104000,1999,3061,2,2.181,52,0.5,104000,berlin52,True,06f6700
shift(random tree)|NS=1|-,shift,random,1,-,29,8302.0,8056.0,104000,1999,3257,2,2.131,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=6|-,shift,best,6,-,0,8276.0,8108.0,104260,334,3304,2,1.966,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=6|-,shift,best,6,-,1,8236.0,7905.0,104260,334,2401,3,1.897,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=6|-,shift,best,6,-,2,8190.0,8024.0,104260,334,4492,3,1.948,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=6|-,shift,best,6,-,3,8275.0,8108.0,104260,334,3303,2,1.896,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=6|-,shift,best,6,-,4,8275.0,8108.0,104260,334,3256,2,1.848,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=6|-,shift,best,6,-,5,8276.0,8108.0,104260,334,3304,2,1.871,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=6|-,shift,best,6,-,6,8265.0,7939.0,104260,334,3345,4,1.915,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=6|-,shift,best,6,-,7,8217.0,7972.0,104260,334,4494,3,1.768,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=6|-,shift,best,6,-,8,8275.0,8108.0,104260,334,3303,2,1.948,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=6|-,shift,best,6,-,9,8276.0,8108.0,104260,334,3304,2,1.954,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=6|-,shift,best,6,-,10,8275.0,8108.0,104260,334,3303,2,2.044,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=6|-,shift,best,6,-,11,8276.0,8108.0,104260,334,3257,2,1.911,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=6|-,shift,best,6,-,12,8280.0,8113.0,104260,334,3256,2,2.039,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=6|-,shift,best,6,-,13,8281.0,8113.0,104260,334,3257,2,1.988,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=6|-,shift,best,6,-,14,8190.0,8042.0,104260,334,3587,3,1.986,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=6|-,shift,best,6,-,15,8276.0,8108.0,104260,334,3304,2,1.836,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=6|-,shift,best,6,-,16,8275.0,8108.0,104260,334,3256,2,1.879,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=6|-,shift,best,6,-,17,8355.0,8097.0,104260,334,6743,6,1.844,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=6|-,shift,best,6,-,18,8191.0,8024.0,104260,334,4493,3,1.811,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=6|-,shift,best,6,-,19,8281.0,8113.0,104260,334,3304,2,1.896,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=6|-,shift,best,6,-,20,8217.0,7972.0,104260,334,4494,3,1.862,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=6|-,shift,best,6,-,21,8276.0,8108.0,104260,334,3257,2,1.785,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=6|-,shift,best,6,-,22,8280.0,8113.0,104260,334,3256,2,1.935,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=6|-,shift,best,6,-,23,8281.0,8113.0,104260,334,3257,2,1.909,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=6|-,shift,best,6,-,24,8190.0,8042.0,104260,334,3587,3,1.643,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=6|-,shift,best,6,-,25,8276.0,8108.0,104260,334,3304,2,1.666,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=6|-,shift,best,6,-,26,8191.0,8024.0,104260,334,4493,3,1.671,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=6|-,shift,best,6,-,27,8191.0,8024.0,104260,334,4493,3,1.665,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=6|-,shift,best,6,-,28,8321.0,8071.0,104260,334,8880,7,1.659,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=6|-,shift,best,6,-,29,8275.0,8108.0,104260,334,3303,2,1.66,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=1|-,shift,best,1,-,0,8191.0,8024.0,104000,1999,4493,3,2.425,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=1|-,shift,best,1,-,1,8419.0,8218.0,104000,1999,4376,3,2.27,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=1|-,shift,best,1,-,2,8281.0,8113.0,104000,1999,3304,2,2.241,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=1|-,shift,best,1,-,3,8351.0,8076.0,104000,1999,9256,8,2.321,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=1|-,shift,best,1,-,4,8310.0,8020.0,104000,1999,5008,4,2.281,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=1|-,shift,best,1,-,5,8278.0,8042.0,104000,1999,4756,4,2.346,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=1|-,shift,best,1,-,6,8236.0,7905.0,104000,1999,2401,3,2.232,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=1|-,shift,best,1,-,7,8302.0,8056.0,104000,1999,3258,2,2.295,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=1|-,shift,best,1,-,8,8278.0,7972.0,104000,1999,6709,5,2.28,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=1|-,shift,best,1,-,9,8217.0,8042.0,104000,1999,2402,2,2.344,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=1|-,shift,best,1,-,10,8280.0,8113.0,104000,1999,3256,2,2.278,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=1|-,shift,best,1,-,11,8191.0,8042.0,104000,1999,5927,5,2.328,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=1|-,shift,best,1,-,12,8276.0,8108.0,104000,1999,3257,2,2.35,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=1|-,shift,best,1,-,13,8236.0,7905.0,104000,1999,2401,3,2.258,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=1|-,shift,best,1,-,14,8191.0,8024.0,104000,1999,4493,3,2.366,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=1|-,shift,best,1,-,15,8217.0,8042.0,104000,1999,2402,2,2.448,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=1|-,shift,best,1,-,16,8276.0,8108.0,104000,1999,3257,2,2.355,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=1|-,shift,best,1,-,17,8304.0,7907.0,104000,1999,8848,7,2.282,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=1|-,shift,best,1,-,18,8293.0,7972.0,104000,1999,3365,2,2.377,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=1|-,shift,best,1,-,19,8307.0,8061.0,104000,1999,3305,2,2.335,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=1|-,shift,best,1,-,20,8307.0,8061.0,104000,1999,3258,2,2.287,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=1|-,shift,best,1,-,21,8276.0,8108.0,104000,1999,3304,2,2.276,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=1|-,shift,best,1,-,22,8191.0,8042.0,104000,1999,5927,5,2.303,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=1|-,shift,best,1,-,23,8281.0,8113.0,104000,1999,3304,2,2.365,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=1|-,shift,best,1,-,24,8190.0,8042.0,104000,1999,3587,3,2.143,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=1|-,shift,best,1,-,25,8281.0,8113.0,104000,1999,3304,2,2.109,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=1|-,shift,best,1,-,26,8278.0,8042.0,104000,1999,4756,4,2.111,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=1|-,shift,best,1,-,27,8190.0,8024.0,104000,1999,4492,3,2.123,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=1|-,shift,best,1,-,28,8309.0,7907.0,104000,1999,6273,5,2.115,52,0.5,104000,berlin52,True,06f6700
shift(best tree)|NS=1|-,shift,best,1,-,29,8191.0,8042.0,104000,1999,5927,5,2.11,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C1,symmetry,current,6,C1,0,8591.0,7941.0,104260,334,12220,11,2.783,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C1,symmetry,current,6,C1,1,8652.0,8108.0,104260,334,8113,8,2.831,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C1,symmetry,current,6,C1,2,8505.0,7837.0,104260,334,7693,9,2.732,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C1,symmetry,current,6,C1,3,8292.0,8059.0,104260,334,6285,5,2.657,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C1,symmetry,current,6,C1,4,8578.0,7941.0,104260,334,12272,11,2.817,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C1,symmetry,current,6,C1,5,8760.0,8073.0,104260,334,12190,14,2.742,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C1,symmetry,current,6,C1,6,8786.0,8056.0,104260,334,10164,10,2.723,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C1,symmetry,current,6,C1,7,8521.0,8063.0,104260,334,11832,10,2.745,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C1,symmetry,current,6,C1,8,8452.0,7902.0,104260,334,6152,8,2.788,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C1,symmetry,current,6,C1,9,8394.0,8038.0,104260,334,5451,6,2.751,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C1,symmetry,current,6,C1,10,8488.0,8039.0,104260,334,8681,13,2.702,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C1,symmetry,current,6,C1,11,8622.0,7910.0,104260,334,8372,16,2.692,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C1,symmetry,current,6,C1,12,8400.0,7974.0,104260,334,7856,10,2.76,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C1,symmetry,current,6,C1,13,8495.0,7941.0,104260,334,11056,10,2.768,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C1,symmetry,current,6,C1,14,8604.0,7948.0,104260,334,11484,11,2.689,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C1,symmetry,current,6,C1,15,8756.0,7995.0,104260,334,12589,16,2.932,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C1,symmetry,current,6,C1,16,8699.0,7950.0,104260,334,11875,13,2.825,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C1,symmetry,current,6,C1,17,8749.0,8160.0,104260,334,6529,9,2.827,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C1,symmetry,current,6,C1,18,8612.0,7967.0,104260,334,12868,10,2.743,52,0.5,104000,berlin52,True,06f6700
symmetry(current tree)|NS=6|C1,symmetry,current,6,C1,19,8564.0,8263.0,104260,334,4179,6,2.745,52,0.5,104000,berlin52,True,06f6700
