instance,n,m,D,algorithm,seed,cmax,fes_used,max_fes,iters,wall_s,st_sense,operator_space,branch_granularity,strict_fe_cap,N,ST,L,U,dmin,dmax,git_sha,timestamp,fe_per_seed,n_seeds,branch_A_swap,branch_B_sym_shift,branch_C_eq3,branch_D_eq4,branch_E_eq_perdim,config,n_setting,sampler,pre_local_search_cmax,local_search_evals,local_search_moves,seeded_with_mwkr
ta31,30,15,450,DTSA,8,2037,450040,450000,1875,17.509,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:50:37,1.0,450000,,,,,,DTSA-core,N=40,C1,2037,0,0,True
ta31,30,15,450,DTSA,9,2137,450040,450000,1875,17.691,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:50:37,1.0,450000,,,,,,DTSA-core,N=40,C1,2137,0,0,True
ta31,30,15,450,DTSA,10,2139,450040,450000,1875,18.792,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:50:38,1.0,450000,,,,,,DTSA-core,N=40,C1,2139,0,0,True
ta31,30,15,450,DTSA,11,2103,450040,450000,1875,18.209,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:50:38,1.0,450000,,,,,,DTSA-core,N=40,C1,2103,0,0,True
ta31,30,15,450,DTSA,12,2083,450040,450000,1875,14.284,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:50:51,1.0,450000,,,,,,DTSA-core,N=40,C1,2083,0,0,True
ta31,30,15,450,DTSA,13,2097,450040,450000,1875,14.185,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:50:51,1.0,450000,,,,,,DTSA-core,N=40,C1,2097,0,0,True
ta31,30,15,450,DTSA,14,2067,450040,450000,1875,14.31,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:50:52,1.0,450000,,,,,,DTSA-core,N=40,C1,2067,0,0,True
ta31,30,15,450,DTSA,15,2062,450040,450000,1875,14.154,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:50:51,1.0,450000,,,,,,DTSA-core,N=40,C1,2062,0,0,True
ta31,30,15,450,DTSA,16,2144,450040,450000,1875,14.063,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:50:51,1.0,450000,,,,,,DTSA-core,N=40,C1,2144,0,0,True
ta31,30,15,450,DTSA,17,2072,450040,450000,1875,14.297,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:50:52,1.0,450000,,,,,,DTSA-core,N=40,C1,2072,0,0,True
ta31,30,15,450,DTSA,18,2018,450040,450000,1875,14.482,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:50:52,1.0,450000,,,,,,DTSA-core,N=40,C1,2018,0,0,True
ta31,30,15,450,DTSA,19,2022,450040,450000,1875,14.321,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:50:52,1.0,450000,,,,,,DTSA-core,N=40,C1,2022,0,0,True
ta41,30,20,600,DTSA,0,2489,600040,600000,2500,29.014,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:21,1.0,600000,,,,,,DTSA-core,N=40,C1,2489,0,0,True
ta41,30,20,600,DTSA,1,2532,600040,600000,2500,28.969,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:21,1.0,600000,,,,,,DTSA-core,N=40,C1,2532,0,0,True
ta41,30,20,600,DTSA,2,2394,600040,600000,2500,29.772,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:22,1.0,600000,,,,,,DTSA-core,N=40,C1,2394,0,0,True
ta41,30,20,600,DTSA,3,2441,600040,600000,2500,28.704,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:21,1.0,600000,,,,,,DTSA-core,N=40,C1,2441,0,0,True
ta41,30,20,600,DTSA,4,2466,600040,600000,2500,28.417,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:20,1.0,600000,,,,,,DTSA-core,N=40,C1,2466,0,0,True
ta41,30,20,600,DTSA,5,2423,600040,600000,2500,29.159,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:21,1.0,600000,,,,,,DTSA-core,N=40,C1,2423,0,0,True
ta41,30,20,600,DTSA,6,2514,600040,600000,2500,28.735,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:21,1.0,600000,,,,,,DTSA-core,N=40,C1,2514,0,0,True
ta41,30,20,600,DTSA,7,2561,600040,600000,2500,28.987,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:21,1.0,600000,,,,,,DTSA-core,N=40,C1,2561,0,0,True
ta41,30,20,600,DTSA,8,2477,600040,600000,2500,28.835,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:21,1.0,600000,,,,,,DTSA-core,N=40,C1,2477,0,0,True
ta41,30,20,600,DTSA,9,2532,600040,600000,2500,28.678,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:21,1.0,600000,,,,,,DTSA-core,N=40,C1,2532,0,0,True
ta41,30,20,600,DTSA,10,2452,600040,600000,2500,29.033,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:21,1.0,600000,,,,,,DTSA-core,N=40,C1,2452,0,0,True
ta41,30,20,600,DTSA,11,2489,600040,600000,2500,28.344,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:20,1.0,600000,,,,,,DTSA-core,N=40,C1,2489,0,0,True
ta41,30,20,600,DTSA,12,2483,600040,600000,2500,21.762,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:42,1.0,600000,,,,,,DTSA-core,N=40,C1,2483,0,0,True
