source,sampler,seed,pre_2opt,post_2opt,fes,iterations,two_opt_evals,two_opt_moves,N,max_fes,instance,nn_best_start,ablation_split_random
best,C4,16,7815.0,7786.0,104260,334,2360,1,52,104000,berlin52,True,True
best,C4,17,7815.0,7786.0,104260,334,2360,1,52,104000,berlin52,True,True
best,C4,18,7815.0,7786.0,104260,334,2360,1,52,104000,berlin52,True,True
best,C4,19,7596.0,7596.0,104260,334,1274,0,52,104000,berlin52,True,True
best,C4,20,7815.0,7786.0,104260,334,2022,1,52,104000,berlin52,True,True
best,C4,21,7815.0,7786.0,104260,334,1955,1,52,104000,berlin52,True,True
best,C4,22,7596.0,7596.0,104260,334,1274,0,52,104000,berlin52,True,True
best,C4,23,8009.0,7896.0,104260,334,3602,2,52,104000,berlin52,True,True
best,C4,24,7596.0,7596.0,104260,334,1274,0,52,104000,berlin52,True,True
best,C4,25,7815.0,7786.0,104260,334,1955,1,52,104000,berlin52,True,True
best,C4,26,7596.0,7596.0,104260,334,1274,0,52,104000,berlin52,True,True
best,C4,27,7815.0,7786.0,104260,334,1469,1,52,104000,berlin52,True,True
best,C4,28,7596.0,7596.0,104260,334,1274,0,52,104000,berlin52,True,True
best,C4,29,7596.0,7596.0,104260,334,1274,0,52,104000,berlin52,True,True
