instance,n,m,D,algorithm,seed,cmax,fes_used,max_fes,iters,wall_s,st_sense,operator_space,branch_granularity,strict_fe_cap,N,ST,L,U,dmin,dmax,git_sha,timestamp,fe_per_seed,n_seeds,branch_A_swap,branch_B_sym_shift,branch_C_eq3,branch_D_eq4,branch_E_eq_perdim,config,n_setting,sampler,pre_local_search_cmax,local_search_evals,local_search_moves,seeded_with_mwkr
ta21,20,20,400,DTSA,16,1987,400120,400000,1667,9.076,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:57:18,1.0,400080,,,,,,DTSA-core,N=40,C3,1987,0,0,True
ta21,20,20,400,DTSA,17,1945,400120,400000,1667,9.21,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:57:19,1.0,400080,,,,,,DTSA-core,N=40,C3,1945,0,0,True
ta21,20,20,400,DTSA,18,1963,400120,400000,1667,8.977,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:57:18,1.0,400080,,,,,,DTSA-core,N=40,C3,1963,0,0,True
ta21,20,20,400,DTSA,19,1925,400120,400000,1667,9.108,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:57:19,1.0,400080,,,,,,DTSA-core,N=40,C3,1925,0,0,True
ta31,30,15,450,DTSA,0,2076,450040,450000,1875,12.797,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:57:32,1.0,450000,,,,,,DTSA-core,N=40,C3,2076,0,0,True
ta31,30,15,450,DTSA,1,2102,450040,450000,1875,12.979,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:57:32,1.0,450000,,,,,,DTSA-core,N=40,C3,2102,0,0,True
ta31,30,15,450,DTSA,2,2072,450040,450000,1875,12.621,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:57:31,1.0,450000,,,,,,DTSA-core,N=40,C3,2072,0,0,True
ta31,30,15,450,DTSA,3,2127,450040,450000,1875,12.925,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:57:32,1.0,450000,,,,,,DTSA-core,N=40,C3,2127,0,0,True
ta31,30,15,450,DTSA,4,2063,450040,450000,1875,12.637,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:57:31,1.0,450000,,,,,,DTSA-core,N=40,C3,2063,0,0,True
ta31,30,15,450,DTSA,5,2062,450040,450000,1875,12.955,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:57:32,1.0,450000,,,,,,DTSA-core,N=40,C3,2062,0,0,True
ta31,30,15,450,DTSA,6,2139,450040,450000,1875,12.16,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:57:31,1.0,450000,,,,,,DTSA-core,N=40,C3,2139,0,0,True
ta31,30,15,450,DTSA,7,2156,450040,450000,1875,13.011,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:57:32,1.0,450000,,,,,,DTSA-core,N=40,C3,2156,0,0,True
ta31,30,15,450,DTSA,8,2078,450040,450000,1875,14.716,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:57:46,1.0,450000,,,,,,DTSA-core,N=40,C3,2078,0,0,True
ta31,30,15,450,DTSA,9,2048,450040,450000,1875,13.712,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:57:45,1.0,450000,,,,,,DTSA-core,N=40,C3,2048,0,0,True
ta31,30,15,450,DTSA,10,2174,450040,450000,1875,15.209,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:57:47,1.0,450000,,,,,,DTSA-core,N=40,C3,2174,0,0,True
ta31,30,15,450,DTSA,11,2041,450040,450000,1875,14.332,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:57:46,1.0,450000,,,,,,DTSA-core,N=40,C3,2041,0,0,True
ta31,30,15,450,DTSA,12,2201,450040,450000,1875,14.275,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:57:46,1.0,450000,,,,,,DTSA-core,N=40,C3,2201,0,0,True
ta31,30,15,450,DTSA,13,2075,450040,450000,1875,13.819,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:57:46,1.0,450000,,,,,,DTSA-core,N=40,C3,2075,0,0,True
ta31,30,15,450,DTSA,14,2107,450040,450000,1875,14.958,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:57:47,1.0,450000,,,,,,DTSA-core,N=40,C3,2107,0,0,True
ta31,30,15,450,DTSA,15,2144,450040,450000,1875,13.67,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:57:46,1.0,450000,,,,,,DTSA-core,N=40,C3,2144,0,0,True
ta31,30,15,450,DTSA,16,2104,450040,450000,1875,11.355,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:57:57,1.0,450000,,,,,,DTSA-core,N=40,C3,2104,0,0,True
ta31,30,15,450,DTSA,17,2085,450040,450000,1875,11.368,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:57:57,1.0,450000,,,,,,DTSA-core,N=40,C3,2085,0,0,True
ta31,30,15,450,DTSA,18,2152,450040,450000,1875,11.296,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:57:57,1.0,450000,,,,,,DTSA-core,N=40,C3,2152,0,0,True
ta31,30,15,450,DTSA,19,2057,450040,450000,1875,11.452,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:57:57,1.0,450000,,,,,,DTSA-core,N=40,C3,2057,0,0,True
ta41,30,20,600,DTSA,0,2516,600040,600000,2500,20.099,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:58:17,1.0,600000,,,,,,DTSA-core,N=40,C3,2516,0,0,True
ta41,30,20,600,DTSA,1,2518,600040,600000,2500,19.794,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:58:17,1.0,600000,,,,,,DTSA-core,N=40,C3,2518,0,0,True
ta41,30,20,600,DTSA,2,2498,600040,600000,2500,19.821,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:58:17,1.0,600000,,,,,,DTSA-core,N=40,C3,2498,0,0,True
ta41,30,20,600,DTSA,3,2458,600040,600000,2500,20.229,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:58:17,1.0,600000,,,,,,DTSA-core,N=40,C3,2458,0,0,True
ta41,30,20,600,DTSA,4,2402,600040,600000,2500,20.045,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:58:17,1.0,600000,,,,,,DTSA-core,N=40,C3,2402,0,0,True
ta41,30,20,600,DTSA,5,2467,600040,600000,2500,20.474,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:58:18,1.0,600000,,,,,,DTSA-core,N=40,C3,2467,0,0,True
ta41,30,20,600,DTSA,6,2476,600040,600000,2500,20.116,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:58:17,1.0,600000,,,,,,DTSA-core,N=40,C3,2476,0,0,True
ta41,30,20,600,DTSA,7,2627,600040,600000,2500,19.68,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:58:17,1.0,600000,,,,,,DTSA-core,N=40,C3,2627,0,0,True
ta41,30,20,600,DTSA,8,2507,600040,600000,2500,22.861,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:58:40,1.0,600000,,,,,,DTSA-core,N=40,C3,2507,0,0,True
ta41,30,20,600,DTSA,9,2557,600040,600000,2500,20.946,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:58:38,1.0,600000,,,,,,DTSA-core,N=40,C3,2557,0,0,True
ta41,30,20,600,DTSA,10,2544,600040,600000,2500,22.647,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:58:40,1.0,600000,,,,,,DTSA-core,N=40,C3,2544,0,0,True
ta41,30,20,600,DTSA,11,2440,600040,600000,2500,21.498,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:58:39,1.0,600000,,,,,,DTSA-core,N=40,C3,2440,0,0,True
ta41,30,20,600,DTSA,12,2452,600040,600000,2500,23.055,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:58:40,1.0,600000,,,,,,DTSA-core,N=40,C3,2452,0,0,True
ta41,30,20,600,DTSA,13,2446,600040,600000,2500,21.544,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:58:39,1.0,600000,,,,,,DTSA-core,N=40,C3,2446,0,0,True
ta41,30,20,600,DTSA,14,2582,600040,600000,2500,23.133,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:58:41,1.0,600000,,,,,,DTSA-core,N=40,C3,2582,0,0,True
ta41,30,20,600,DTSA,15,2528,600040,600000,2500,21.759,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:58:40,1.0,600000,,,,,,DTSA-core,N=40,C3,2528,0,0,True
ta41,30,20,600,DTSA,16,2547,600040,600000,2500,17.868,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:58:56,1.0,600000,,,,,,DTSA-core,N=40,C3,2547,0,0,True
ta41,30,20,600,DTSA,17,2489,600040,600000,2500,17.985,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:58:57,1.0,600000,,,,,,DTSA-core,N=40,C3,2489,0,0,True
ta41,30,20,600,DTSA,18,2444,600040,600000,2500,18.027,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:58:57,1.0,600000,,,,,,DTSA-core,N=40,C3,2444,0,0,True
ta41,30,20,600,DTSA,19,2483,600040,600000,2500,17.903,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T09:58:57,1.0,600000,,,,,,DTSA-core,N=40,C3,2483,0,0,True
