instance,n,m,D,algorithm,seed,cmax,fes_used,max_fes,iters,wall_s,st_sense,operator_space,branch_granularity,strict_fe_cap,N,ST,L,U,dmin,dmax,git_sha,timestamp,fe_per_seed,n_seeds,branch_A_swap,branch_B_sym_shift,branch_C_eq3,branch_D_eq4,branch_E_eq_perdim
ta20,20,15,300,ATSA,9,1665,300057,300000,765,3.952,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:54:26+00:00,1.3987,214497,21627,85520,80651,26699,0
ta20,20,15,300,ATSA,10,1609,300216,300000,767,3.783,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:54:26+00:00,1.4005,214332,21274,85844,80387,26827,0
ta20,20,15,300,ATSA,11,1698,300068,300000,766,3.938,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:54:26+00:00,1.4,214307,21449,85721,80384,26753,0
ta20,20,15,300,ATSA,12,1658,300279,300000,766,3.868,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:54:26+00:00,1.4006,214364,21479,85875,80204,26806,0
ta20,20,15,300,ATSA,13,1598,300272,300000,764,3.858,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:54:26+00:00,1.4015,214229,21497,86003,80127,26602,0
ta20,20,15,300,ATSA,14,1571,300324,300000,768,3.741,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:54:26+00:00,1.3981,214774,21595,85510,80720,26949,0
ta20,20,15,300,ATSA,15,1698,300095,300000,768,3.881,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:54:26+00:00,1.3988,214514,21730,85541,80281,26962,0
ta20,20,15,300,ATSA,16,1629,300129,300000,765,3.77,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:54:26+00:00,1.3993,214461,21554,85628,80519,26760,0
ta20,20,15,300,ATSA,17,1618,300124,300000,765,3.8,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:54:26+00:00,1.4019,214054,21321,86030,80376,26327,0
ta20,20,15,300,ATSA,18,1677,300011,300000,764,3.869,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:54:26+00:00,1.4014,214047,21318,85924,80042,26763,0
ta20,20,15,300,ATSA,19,1695,300248,300000,766,3.896,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:54:26+00:00,1.3986,214644,21489,85564,80478,27113,0
ta21,20,20,400,ATSA,0,1969,400184,400000,1022,7.61,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:54:34+00:00,1.3984,286144,28383,114000,107764,35997,0
ta21,20,20,400,ATSA,1,1936,400028,400000,1019,7.544,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:54:34+00:00,1.4002,285675,28583,114313,107016,35763,0
ta21,20,20,400,ATSA,2,1941,400384,400000,1020,7.474,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:54:34+00:00,1.4008,285793,28451,114551,107262,35529,0
ta21,20,20,400,ATSA,3,2190,400042,400000,1021,7.487,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:54:34+00:00,1.4009,285530,28203,114472,107494,35361,0
ta21,20,20,400,ATSA,4,1989,400234,400000,1020,7.533,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:54:34+00:00,1.3997,285908,28660,114286,107381,35581,0
ta21,20,20,400,ATSA,5,1977,400001,400000,1018,7.535,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:54:34+00:00,1.4015,285381,28421,114580,106879,35501,0
ta21,20,20,400,ATSA,6,2114,400283,400000,1020,7.257,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:54:34+00:00,1.4013,285623,28853,114620,106589,35561,0
ta21,20,20,400,ATSA,7,1977,400173,400000,1021,7.595,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:54:34+00:00,1.4018,285441,28122,114692,107026,35601,0
ta21,20,20,400,ATSA,8,2069,400248,400000,1021,7.402,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:54:34+00:00,1.3994,285994,28439,114214,107527,35814,0
ta21,20,20,400,ATSA,9,2061,400047,400000,1021,7.544,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:54:34+00:00,1.4014,285431,28522,114576,106509,35824,0
ta21,20,20,400,ATSA,10,2044,400362,400000,1020,7.261,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:54:34+00:00,1.401,285731,28355,114591,107012,35773,0
ta21,20,20,400,ATSA,11,2089,400230,400000,1023,7.688,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:54:34+00:00,1.3999,285880,28425,114310,107409,35736,0
ta21,20,20,400,ATSA,12,2003,400323,400000,1020,7.505,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:54:34+00:00,1.4001,285887,28755,114396,107136,35600,0
ta21,20,20,400,ATSA,13,2045,400357,400000,1020,7.29,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:54:34+00:00,1.4013,285678,28369,114639,106821,35849,0
ta21,20,20,400,ATSA,14,2021,400094,400000,1022,7.47,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:54:34+00:00,1.3998,285792,28389,114262,107302,35839,0
ta21,20,20,400,ATSA,15,2150,400174,400000,1020,7.644,rand_lt_st,continuous,seed,False,40,0.2,4,10,-5.0,5.0,be99d56,2026-07-16T11:54:34+00:00,1.4012,285572,28346,114562,107138,35526,0
