instance,n,m,D,algorithm,seed,cmax,fes_used,max_fes,iters,wall_s,st_sense,operator_space,branch_granularity,strict_fe_cap,N,ST,L,U,dmin,dmax,git_sha,timestamp,fe_per_seed,n_seeds,branch_A_swap,branch_B_sym_shift,branch_C_eq3,branch_D_eq4,branch_E_eq_perdim,config,n_setting,sampler,pre_local_search_cmax,local_search_evals,local_search_moves,seeded_with_mwkr
ta01,15,15,225,DTSA,16,1416,225160,225000,938,11.655,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:00,1.0,225120,,,,,,DTSA+LS,N=40,C3,1416,3,0,True
ta01,15,15,225,DTSA,17,1431,225160,225000,938,11.736,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:00,1.0,225120,,,,,,DTSA-core,N=40,C3,1431,0,0,True
ta01,15,15,225,DTSA,17,1431,225160,225000,938,11.736,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:00,1.0,225120,,,,,,DTSA+LS,N=40,C3,1431,6,0,True
ta01,15,15,225,DTSA,18,1416,225160,225000,938,10.873,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:10,1.0,225120,,,,,,DTSA-core,N=40,C3,1416,0,0,True
ta01,15,15,225,DTSA,18,1416,225160,225000,938,10.873,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:10,1.0,225120,,,,,,DTSA+LS,N=40,C3,1416,3,0,True
ta01,15,15,225,DTSA,19,1378,225160,225000,938,10.935,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:11,1.0,225120,,,,,,DTSA-core,N=40,C3,1378,0,0,True
ta01,15,15,225,DTSA,19,1378,225160,225000,938,10.935,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:11,1.0,225120,,,,,,DTSA+LS,N=40,C3,1378,7,0,True
ta02,15,15,225,DTSA,0,1354,225160,225000,938,11.614,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:22,1.0,225120,,,,,,DTSA-core,N=40,C3,1354,0,0,True
ta02,15,15,225,DTSA,0,1354,225160,225000,938,11.614,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:22,1.0,225120,,,,,,DTSA+LS,N=40,C3,1354,5,0,True
ta02,15,15,225,DTSA,1,1384,225160,225000,938,11.588,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:22,1.0,225120,,,,,,DTSA-core,N=40,C3,1384,0,0,True
ta02,15,15,225,DTSA,1,1384,225160,225000,938,11.588,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:22,1.0,225120,,,,,,DTSA+LS,N=40,C3,1384,6,0,True
ta02,15,15,225,DTSA,2,1391,225160,225000,938,11.575,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:22,1.0,225120,,,,,,DTSA-core,N=40,C3,1391,0,0,True
ta02,15,15,225,DTSA,2,1391,225160,225000,938,11.575,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:22,1.0,225120,,,,,,DTSA+LS,N=40,C3,1391,7,0,True
ta02,15,15,225,DTSA,3,1437,225160,225000,938,11.89,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:22,1.0,225120,,,,,,DTSA-core,N=40,C3,1437,0,0,True
ta02,15,15,225,DTSA,3,1437,225160,225000,938,11.89,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:22,1.0,225120,,,,,,DTSA+LS,N=40,C3,1437,7,0,True
ta02,15,15,225,DTSA,4,1384,225160,225000,938,11.468,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:22,1.0,225120,,,,,,DTSA-core,N=40,C3,1384,0,0,True
ta02,15,15,225,DTSA,4,1384,225160,225000,938,11.468,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:22,1.0,225120,,,,,,DTSA+LS,N=40,C3,1384,9,0,True
ta02,15,15,225,DTSA,5,1404,225160,225000,938,11.657,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:22,1.0,225120,,,,,,DTSA-core,N=40,C3,1404,0,0,True
ta02,15,15,225,DTSA,5,1404,225160,225000,938,11.657,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:22,1.0,225120,,,,,,DTSA+LS,N=40,C3,1404,7,0,True
ta02,15,15,225,DTSA,6,1357,225160,225000,938,11.541,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:34,1.0,225120,,,,,,DTSA-core,N=40,C3,1357,0,0,True
ta02,15,15,225,DTSA,6,1357,225160,225000,938,11.541,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:34,1.0,225120,,,,,,DTSA+LS,N=40,C3,1357,5,0,True
ta02,15,15,225,DTSA,7,1397,225160,225000,938,11.555,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:34,1.0,225120,,,,,,DTSA-core,N=40,C3,1397,0,0,True
ta02,15,15,225,DTSA,7,1397,225160,225000,938,11.555,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:34,1.0,225120,,,,,,DTSA+LS,N=40,C3,1397,5,0,True
ta02,15,15,225,DTSA,8,1351,225160,225000,938,11.531,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:34,1.0,225120,,,,,,DTSA-core,N=40,C3,1351,0,0,True
ta02,15,15,225,DTSA,8,1351,225160,225000,938,11.531,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:34,1.0,225120,,,,,,DTSA+LS,N=40,C3,1351,5,0,True
ta02,15,15,225,DTSA,9,1419,225160,225000,938,11.74,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:34,1.0,225120,,,,,,DTSA-core,N=40,C3,1419,0,0,True
ta02,15,15,225,DTSA,9,1419,225160,225000,938,11.74,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:34,1.0,225120,,,,,,DTSA+LS,N=40,C3,1419,4,0,True
ta02,15,15,225,DTSA,10,1411,225160,225000,938,11.499,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:34,1.0,225120,,,,,,DTSA-core,N=40,C3,1411,0,0,True
ta02,15,15,225,DTSA,10,1411,225160,225000,938,11.499,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:34,1.0,225120,,,,,,DTSA+LS,N=40,C3,1411,8,0,True
ta02,15,15,225,DTSA,11,1435,225160,225000,938,11.875,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:34,1.0,225120,,,,,,DTSA-core,N=40,C3,1435,0,0,True
